flagged_risk_score,flagged_amount,flagged_is_online,flagged_is_in_person,is_new_device,is_proxy,has_device,mismatch_count,is_new_region,concurrent_home_count,amount_to_mean_ratio,amount_to_p75_ratio,prior_txns_count,prior_in_person_pct,prior_online_pct,txns_24h,txns_48h,online_48h,exposure_48h,conf_testing,conf_burst,conf_new_device,conf_region,conf_ato,max_graph_pattern,has_corroborated_pattern,lone_risk_score,prior_cases_count,prior_fraud_rate,case_id,card_id,outcome,target,pattern,exposure_usd,actions_taken,report_filed
0.87,49.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,16.0,0.37856204612210603,0.39667762252481253,47.0,0.8297872340425532,0.1702127659574468,4.0,10.0,2.0,1424.14,0.05,0.72,0.1,0.1,0.88,0.88,1.0,0.0,1.0,1.0,CC-0717,C02999-K2,confirmed_fraud,1,account_takeover,49.0,CREATE_CASE|BLOCK_CARD,No
0.22,48.41,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081521860548245,0.8958842253312607,3.0,1.0,0.0,1.0,1.0,0.0,48.41,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.22,2.0,1.0,CC-0718,C12861-K1,confirmed_fraud,1,account_takeover,48.41,CREATE_CASE|BLOCK_CARD,No
0.5,27.95,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.8115421914833075,0.6082566211834345,25.0,0.0,1.0,2.0,2.0,2.0,55.849999999999994,0.05,0.72,0.82,0.1,0.15,0.82,1.0,0.0,2.0,1.0,CC-0719,C07204-K1,confirmed_fraud,1,card_not_present_new_device,55.85,CREATE_CASE|BLOCK_CARD,No
0.57,39.06,0.0,1.0,0.0,0.0,0.0,1.0,0.0,22.0,0.16344472157871678,0.1313113315695167,518.0,0.7567567567567568,0.24324324324324326,60.0,123.0,47.0,25482.24,0.05,0.2,0.1,0.1,0.88,0.88,1.0,0.0,2.0,1.0,CC-0720,C00854-K2,confirmed_fraud,1,out_of_region_use,4741.34,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes
0.77,34.03,0.0,1.0,0.0,0.0,0.0,2.0,0.0,14.0,0.3077373883225241,0.29072797327660593,201.0,0.9154228855721394,0.0845771144278607,24.0,32.0,2.0,4044.88,0.05,0.72,0.1,0.1,0.88,0.88,1.0,0.0,2.0,1.0,CC-0721,C11496-K2,confirmed_fraud,1,out_of_region_use,62.98,CREATE_CASE|BLOCK_CARD,No
0.94,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9998000399920015,0.9998000399920015,0.0,0.0,1.0,1.0,1.0,1.0,5.0,0.05,0.45,0.1,0.1,0.15,0.45,0.0,0.94,0.0,0.5,CC-0722,C09043-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.38,43.93,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3658135458432739,0.20924677353668963,4.0,1.0,0.0,1.0,1.0,0.0,43.93,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.38,0.0,0.5,CC-0723,C01727-K2,confirmed_fraud,1,account_takeover,43.93,CREATE_CASE|BLOCK_CARD,No
0.82,31.55,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5214608030217456,0.5032620312325534,128.0,0.0,1.0,11.0,29.0,29.0,1827.6,0.05,0.2,0.25,0.1,0.15,0.25,0.0,0.82,1.0,1.0,CC-0724,C00294-K2,confirmed_fraud,1,card_not_present_new_device,185.86,CREATE_CASE|BLOCK_CARD,No
0.95,99.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5089868074147438,0.4873647089810312,35.0,0.4857142857142857,0.5142857142857142,3.0,5.0,2.0,811.7900000000001,0.05,0.72,0.1,0.1,0.72,0.72,1.0,0.0,0.0,0.5,CC-0725,C07997-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.83,59.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5990041593345065,0.598869435267422,2.0,0.0,1.0,1.0,3.0,3.0,259.94,0.05,0.85,0.1,0.1,0.15,0.85,1.0,0.0,0.0,0.5,CC-0726,C07452-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.2,99.93,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9999899930952356,0.9999899930952356,0.0,0.0,1.0,1.0,1.0,1.0,99.93,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.2,0.0,0.5,CC-0727,C12476-K1,confirmed_fraud,1,card_not_present_fraud,99.93,CREATE_CASE|BLOCK_CARD,No
0.13,100.03,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.9153450486644275,0.7234605759912054,103.0,0.8252427184466019,0.17475728155339806,4.0,17.0,5.0,2477.54,0.05,0.85,0.25,0.1,0.72,0.85,1.0,0.0,3.0,0.6666666666666666,CC-0728,C03341-K2,confirmed_fraud,1,card_not_present_fraud,100.03,CREATE_CASE|BLOCK_CARD,No
0.17,25.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.8849776022009803,0.8350529188577513,3.0,0.0,1.0,3.0,3.0,3.0,75.12,0.05,0.72,0.1,0.1,0.15,0.72,1.0,0.0,0.0,0.5,CC-0729,C11187-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.14,41.01,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.7215125135819366,0.45749154962572924,29.0,0.0,1.0,4.0,6.0,6.0,117.77,0.05,0.72,0.82,0.1,0.15,0.82,1.0,0.0,2.0,1.0,CC-0730,C00426-K2,confirmed_fraud,1,card_not_present_new_device,104.95,CREATE_CASE|BLOCK_CARD,No
0.49,171.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.655375618131254,0.5067623630932626,3.0,0.6666666666666666,0.3333333333333333,1.0,2.0,1.0,421.09000000000003,0.05,0.45,0.1,0.1,0.88,0.88,1.0,0.0,0.0,0.5,CC-0731,C10799-K1,confirmed_fraud,1,account_takeover,421.09,CREATE_CASE|BLOCK_CARD,No
0.5,249.98,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.6149028796841594,1.6664111298504776,670.0,0.1761194029850746,0.8238805970149253,37.0,91.0,85.0,9317.76,0.05,0.2,0.25,0.1,0.72,0.72,1.0,0.0,6.0,0.8333333333333334,CC-0732,C05704-K2,confirmed_fraud,1,card_not_present_fraud,249.98,CREATE_CASE|BLOCK_CARD,No
0.82,100.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.219435875812787,2.219435875812787,1.0,0.0,1.0,1.0,1.0,1.0,100.01,0.05,0.45,0.1,0.1,0.15,0.45,0.0,0.82,0.0,0.5,CC-0733,C12591-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.29,99.97,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9999899970991587,0.9999899970991587,0.0,0.0,1.0,2.0,2.0,2.0,200.04,0.05,0.85,0.25,0.1,0.15,0.85,1.0,0.0,0.0,0.5,CC-0734,C10024-K1,confirmed_fraud,1,card_not_present_fraud,200.04,CREATE_CASE|BLOCK_CARD,No
0.86,650.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.428698777693331,6.497173729427699,4.0,0.0,1.0,1.0,1.0,1.0,650.0,0.05,0.45,0.1,0.1,0.15,0.45,0.0,0.86,0.0,0.5,CC-0735,C01578-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.04,53.95,0.0,1.0,0.0,0.0,0.0,2.0,0.0,10.0,0.4772830667790594,0.4460852812528423,99.0,0.6868686868686869,0.31313131313131315,8.0,13.0,6.0,1453.02,0.05,0.85,0.1,0.1,0.88,0.88,1.0,0.0,2.0,1.0,CC-0736,C09666-K2,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.59,117.06,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0209522259014514,0.8215543983268531,3.0,1.0,0.0,1.0,5.0,0.0,526.82,0.05,0.2,0.1,0.88,0.15,0.88,1.0,0.0,0.0,0.5,CC-0737,C05684-K1,confirmed_fraud,1,account_takeover,526.82,CREATE_CASE|BLOCK_CARD,No
0.04,51.57,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.4558052333792617,1.2745606880699936,167.0,0.0,1.0,9.0,18.0,18.0,885.35,0.05,0.2,0.25,0.1,0.15,0.25,0.0,0.04,2.0,1.0,CC-0738,C06744-K2,confirmed_fraud,1,card_not_present_fraud,192.88,CREATE_CASE|BLOCK_CARD,No
0.05,480.04,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.862518048348129,5.651119534763262,2.0,0.0,1.0,1.0,1.0,1.0,480.04,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.05,0.0,0.5,CC-0739,C04446-K1,confirmed_fraud,1,card_not_present_fraud,480.04,CREATE_CASE|BLOCK_CARD,No
0.54,12.74,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.16813080946494635,0.12526917139457822,3.0,0.0,1.0,1.0,1.0,1.0,12.74,0.05,0.45,0.1,0.1,0.15,0.45,0.0,0.54,0.0,0.5,CC-0740,C09246-K1,confirmed_fraud,1,card_not_present_fraud,12.74,CREATE_CASE|BLOCK_CARD,No
0.83,50.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45495880544895695,0.40033287722751676,4.0,0.0,1.0,2.0,3.0,3.0,249.89,0.05,0.72,0.1,0.1,0.15,0.72,1.0,0.0,0.0,0.5,CC-0741,C07050-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.92,49.03,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.4541307893262379,0.4540823886789657,126.0,0.8412698412698413,0.15873015873015872,5.0,13.0,4.0,1281.92,0.05,0.72,0.1,0.1,0.88,0.88,1.0,0.0,1.0,1.0,CC-0742,C00768-K2,confirmed_fraud,1,out_of_region_use,49.03,CREATE_CASE|BLOCK_CARD,No
0.03,334.91,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.3627356436892455,2.7238199030547516,10.0,0.3,0.7,2.0,2.0,0.0,1893.88,0.05,0.2,0.1,0.38,0.75,0.75,1.0,0.0,0.0,0.5,CC-0743,C12626-K2,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.68,335.08,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,2.600574355633703,2.2187642778156675,248.0,0.8588709677419355,0.14112903225806453,15.0,27.0,14.0,3049.08,0.05,0.2,0.1,0.1,0.88,0.88,1.0,0.0,1.0,1.0,CC-0744,C01909-K2,confirmed_fraud,1,out_of_region_use,335.08,CREATE_CASE|BLOCK_CARD,No
0.85,150.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.3080949078216525,0.1500709754613405,24.0,0.041666666666666664,0.9583333333333334,12.0,15.0,14.0,10685.289999999999,0.05,0.2,0.1,0.1,0.72,0.72,1.0,0.0,1.0,1.0,CC-0745,C05753-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.54,40.58,1.0,0.0,1.0,0.0,1.0,1.0,0.0,10.0,0.393906066019285,0.42710844007535964,33.0,0.5757575757575758,0.42424242424242425,4.0,11.0,3.0,1640.97,0.05,0.72,0.82,0.1,0.88,0.88,1.0,0.0,2.0,1.0,CC-0746,C03285-K2,confirmed_fraud,1,card_not_present_new_device,105.16,CREATE_CASE|BLOCK_CARD,No
0.77,500.01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.721970350179404,38.44456404736276,3.0,0.0,1.0,3.0,3.0,3.0,1500.09,0.05,0.85,0.25,0.1,0.15,0.85,1.0,0.0,0.0,0.5,CC-0747,C13190-K2,confirmed_fraud,1,card_not_present_fraud,1500.09,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes
0.86,75.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7861674891469703,2.7861674891469703,1.0,1.0,0.0,1.0,1.0,1.0,75.09,0.05,0.45,0.1,0.1,0.15,0.45,0.0,0.86,0.0,0.5,CC-0748,C00983-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.05,29.66,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4771184525901664,0.3540604743885115,153.0,0.013071895424836602,0.9869281045751634,13.0,15.0,15.0,884.0,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.05,3.0,1.0,CC-0749,C11919-K2,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.86,144.63,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.4214946417165435,2.7955388897479514,160.0,0.0,1.0,29.0,67.0,67.0,3381.58,0.05,0.2,0.25,0.1,0.15,0.25,0.0,0.86,3.0,0.6666666666666666,CC-0750,C11509-K2,confirmed_fraud,1,card_not_present_fraud,507.64,CREATE_CASE|BLOCK_CARD,No
0.4,294.92,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.061730232754818,2.4570319334172006,41.0,0.2926829268292683,0.7073170731707317,3.0,3.0,0.0,431.03000000000003,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.4,3.0,1.0,CC-0751,C10308-K1,confirmed_fraud,1,out_of_region_use,294.92,CREATE_CASE|BLOCK_CARD,No
0.44,100.05,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.8819886156806139,0.9179867600710166,334.0,0.8502994011976048,0.1497005988023952,17.0,38.0,4.0,3302.27,0.05,0.72,0.82,0.1,0.72,0.82,1.0,0.0,3.0,0.6666666666666666,CC-0752,C08450-K2,confirmed_fraud,1,card_not_present_new_device,100.05,CREATE_CASE|BLOCK_CARD,No
0.21,58.98,0.0,1.0,0.0,0.0,0.0,2.0,0.0,19.0,0.4258507304327304,0.5040982555704652,487.0,0.8501026694045175,0.14989733059548255,43.0,73.0,16.0,11220.49,0.05,0.2,0.1,0.1,0.88,0.88,1.0,0.0,4.0,1.0,CC-0753,C05245-K2,confirmed_fraud,1,account_takeover,58.98,CREATE_CASE|BLOCK_CARD,No
0.09,149.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.7060756496173736,0.5937662070303376,24.0,0.7083333333333334,0.2916666666666667,3.0,5.0,5.0,514.73,0.05,0.72,0.1,0.1,0.15,0.72,1.0,0.0,0.0,0.5,CC-0754,C10137-K2,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.55,51.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.1653716949421018,1.0720009991465624,66.0,0.0,1.0,9.0,12.0,12.0,767.57,0.05,0.2,0.25,0.1,0.15,0.25,0.0,0.55,4.0,0.75,CC-0755,C11597-K2,confirmed_fraud,1,card_not_present_fraud,184.59,CREATE_CASE|BLOCK_CARD,No
0.95,150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8098131162076267,2.221037668798863,3.0,0.0,1.0,1.0,3.0,3.0,285.07,0.05,0.85,0.1,0.1,0.15,0.85,1.0,0.0,0.0,0.5,CC-0756,C09554-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.15,199.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.959862924720586,0.7272138861162474,6.0,0.0,1.0,2.0,3.0,3.0,449.99,0.05,0.72,0.1,0.1,0.15,0.72,1.0,0.0,0.0,0.5,CC-0757,C11529-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.95,250.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999960009757619,0.9999960009757619,0.0,0.0,1.0,1.0,1.0,1.0,250.06,0.05,0.45,0.1,0.1,0.15,0.45,0.0,0.95,0.0,0.5,CC-0758,C12250-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.55,11.1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.06124152411788953,0.043296628713856096,7.0,0.0,1.0,1.0,5.0,5.0,411.11,0.05,0.72,0.25,0.1,0.15,0.72,1.0,0.0,1.0,0.0,CC-0759,C10266-K1,confirmed_fraud,1,card_not_present_fraud,11.1,CREATE_CASE|BLOCK_CARD,No
0.61,15.07,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12913342644878795,0.10043586633432415,3.0,0.0,1.0,1.0,1.0,1.0,15.07,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.61,0.0,0.5,CC-0760,C11855-K1,confirmed_fraud,1,card_not_present_fraud,15.07,CREATE_CASE|BLOCK_CARD,No
0.89,250.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.5752846090761605,2.3154561280047408,38.0,0.868421052631579,0.13157894736842105,3.0,5.0,2.0,482.02000000000004,0.05,0.85,0.1,0.1,0.72,0.85,1.0,0.0,0.0,0.5,CC-0761,C01953-K2,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.88,58.02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,0.6001827465598389,0.5373665150827537,293.0,0.8395904436860068,0.16040955631399317,22.0,36.0,10.0,3232.28,0.05,0.2,0.1,0.1,0.88,0.88,1.0,0.0,2.0,1.0,CC-0762,C07867-K2,confirmed_fraud,1,account_takeover,58.02,CREATE_CASE|BLOCK_CARD,No
0.14,170.96,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.779116105044476,0.5271970914114612,7.0,0.5714285714285714,0.42857142857142855,1.0,1.0,0.0,170.96,0.05,0.2,0.1,0.38,0.75,0.75,1.0,0.0,0.0,0.5,CC-0763,C01782-K2,confirmed_fraud,1,out_of_region_use,170.96,CREATE_CASE|BLOCK_CARD,No
0.55,107.88,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0386466143214104,0.9988102788206482,150.0,0.9666666666666667,0.03333333333333333,13.0,26.0,2.0,2368.33,0.05,0.72,0.1,0.1,0.88,0.88,1.0,0.0,3.0,1.0,CC-0764,C11031-K2,confirmed_fraud,1,out_of_region_use,357.79,CREATE_CASE|BLOCK_CARD,No
0.98,88.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,61.0,0.8030266077379956,0.7517448168049137,161.0,0.9130434782608695,0.08695652173913043,16.0,45.0,10.0,5463.55,0.05,0.2,0.1,0.1,0.88,0.88,1.0,0.0,2.0,0.5,CC-0765,C09933-K2,confirmed_fraud,1,out_of_region_use,1664.54,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes
0.49,77.94,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,0.6015702327331919,0.666133919070797,294.0,0.8435374149659864,0.1564625850340136,19.0,43.0,9.0,4248.86,0.05,0.2,0.1,0.1,0.72,0.72,1.0,0.0,2.0,1.0,CC-0766,C09301-K2,confirmed_fraud,1,account_takeover,252.84,CREATE_CASE|BLOCK_CARD,No
0.08,57.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,30.0,0.47719004084077304,0.445655436765419,339.0,0.8259587020648967,0.17404129793510326,26.0,48.0,9.0,9902.5,0.05,0.2,0.1,0.1,0.88,0.88,1.0,0.0,3.0,1.0,CC-0767,C02902-K2,confirmed_fraud,1,account_takeover,57.9,CREATE_CASE|BLOCK_CARD,No
0.85,400.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.45942539600699,11.45942539600699,1.0,0.0,1.0,1.0,1.0,1.0,400.06,0.05,0.45,0.1,0.1,0.15,0.45,0.0,0.85,0.0,0.5,CC-0768,C13139-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.93,400.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.075529166550921,0.800190407235475,21.0,0.047619047619047616,0.9523809523809523,2.0,2.0,2.0,600.03,0.05,0.72,0.1,0.1,0.15,0.72,1.0,0.0,0.0,0.5,CC-0769,C10320-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.79,99.99,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9999899990999189,0.9999899990999189,0.0,0.0,1.0,1.0,1.0,1.0,99.99,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.79,0.0,0.5,CC-0770,C06420-K1,confirmed_fraud,1,card_not_present_fraud,99.99,CREATE_CASE|BLOCK_CARD,No
0.57,307.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,39.0,3.272536968634923,2.8447660788910403,649.0,0.8151001540832049,0.18489984591679506,41.0,93.0,25.0,8882.68,0.05,0.2,0.1,0.1,0.88,0.88,1.0,0.0,2.0,1.0,CC-0771,C09241-K2,confirmed_fraud,1,out_of_region_use,438.74,CREATE_CASE|BLOCK_CARD,No
0.73,53.62,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.7135195596481035,0.5998031231822452,71.0,0.0,1.0,14.0,20.0,20.0,1632.48,0.05,0.2,0.82,0.1,0.15,0.82,1.0,0.0,2.0,1.0,CC-0772,C13171-K2,confirmed_fraud,1,card_not_present_new_device,183.27,CREATE_CASE|BLOCK_CARD,No
0.75,152.43,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.737785138899345,4.488714165820046,2.0,0.0,1.0,1.0,1.0,1.0,76.0,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.75,0.0,0.5,CC-0773,C05127-K1,confirmed_fraud,1,card_not_present_fraud,318.94,CREATE_CASE|BLOCK_CARD,No
0.64,48.95,0.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,0.2960437610418292,0.3019070410026151,68.0,0.9411764705882353,0.058823529411764705,7.0,13.0,1.0,1927.89,0.05,0.45,0.1,0.1,0.88,0.88,1.0,0.0,2.0,0.5,CC-0774,C01116-K2,confirmed_fraud,1,account_takeover,1069.12,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes
0.48,160.96,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9999937873149396,0.9999937873149396,0.0,1.0,0.0,2.0,2.0,0.0,310.90999999999997,0.05,0.2,0.1,0.88,0.15,0.88,1.0,0.0,0.0,0.5,CC-0775,C09314-K1,confirmed_fraud,1,account_takeover,310.91,CREATE_CASE|BLOCK_CARD,No
0.84,100.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5510798842845547,0.4677299512596324,19.0,0.7894736842105263,0.21052631578947367,2.0,3.0,1.0,645.51,0.05,0.45,0.1,0.1,0.72,0.72,1.0,0.0,0.0,0.5,CC-0776,C11852-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.84,249.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999959990557772,0.9999959990557772,0.0,0.0,1.0,1.0,1.0,1.0,249.94,0.05,0.45,0.1,0.1,0.15,0.45,0.0,0.84,0.0,0.5,CC-0777,C11055-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.85,170.94,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.1927350198742652,1.0361507128309573,3.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,170.94,0.05,0.2,0.1,0.38,0.15,0.38,0.0,0.85,0.0,0.5,CC-0778,C01881-K1,confirmed_fraud,1,account_takeover,170.94,CREATE_CASE|BLOCK_CARD,No
0.31,125.07,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.8950797068130566,0.833724964753172,234.0,0.23504273504273504,0.7649572649572649,38.0,63.0,55.0,9538.02,0.05,0.2,0.82,0.1,0.72,0.82,1.0,0.0,1.0,1.0,CC-0779,C12942-K2,confirmed_fraud,1,card_not_present_new_device,275.11,CREATE_CASE|BLOCK_CARD,No
0.81,200.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.631885963808849,1.333280002133248,120.0,0.26666666666666666,0.7333333333333333,10.0,17.0,17.0,1406.6,0.05,0.2,0.25,0.1,0.15,0.25,0.0,0.81,0.0,0.5,CC-0780,C07518-K2,confirmed_fraud,1,card_not_present_fraud,200.0,CREATE_CASE|BLOCK_CARD,No
0.61,50.08,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999800323475969,0.9999800323475969,0.0,0.0,1.0,1.0,1.0,1.0,50.08,0.05,0.45,0.82,0.1,0.15,0.82,1.0,0.0,0.0,0.5,CC-0781,C11269-K1,confirmed_fraud,1,card_not_present_new_device,50.08,CREATE_CASE|BLOCK_CARD,No
0.7,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.01627097300040148,0.010981649663412437,43.0,0.09302325581395349,0.9069767441860465,3.0,6.0,4.0,231.46,0.05,0.72,0.1,0.1,0.88,0.88,1.0,0.0,3.0,1.0,CC-0782,C12982-K1,confirmed_fraud,1,out_of_region_use,1.0,CREATE_CASE|BLOCK_CARD,No
0.32,99.92,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.999989992093754,0.999989992093754,0.0,0.0,1.0,1.0,1.0,1.0,99.92,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.32,0.0,0.5,CC-0783,C08424-K1,confirmed_fraud,1,card_not_present_fraud,99.92,CREATE_CASE|BLOCK_CARD,No
0.81,64.68,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5138839991456903,1.2104199416123962,48.0,0.0,1.0,0.0,7.0,7.0,232.58,0.05,0.2,0.25,0.1,0.15,0.25,0.0,0.81,2.0,1.0,CC-0784,C05307-K2,confirmed_fraud,1,card_not_present_fraud,64.68,CREATE_CASE|BLOCK_CARD,No
0.08,29.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.18882937934548985,0.26508348006122756,213.0,0.7699530516431925,0.2300469483568075,17.0,23.0,9.0,4231.6900000000005,0.05,0.2,0.1,0.1,0.72,0.72,1.0,0.0,1.0,1.0,CC-0785,C03047-K2,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.94,100.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999900080934443,0.9999900080934443,0.0,0.0,1.0,1.0,1.0,1.0,100.08,0.05,0.45,0.1,0.1,0.15,0.45,0.0,0.94,0.0,0.5,CC-0786,C10771-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.9,25.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.501789964200716,0.501789964200716,1.0,0.0,1.0,1.0,1.0,1.0,25.09,0.05,0.45,0.1,0.1,0.15,0.45,0.0,0.9,0.0,0.5,CC-0787,C00649-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.42,117.04,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,1.5998141022574273,1.5772840903730956,4.0,1.0,0.0,5.0,6.0,0.0,573.28,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.42,0.0,0.5,CC-0788,C07341-K1,confirmed_fraud,1,account_takeover,690.32,CREATE_CASE|BLOCK_CARD,No
